user_id,experiment_group,timestamp,device_type,network_type,operator,page_size_kb,page_load_ms,ttfb_ms,download_mbps,latency_ms,packet_loss_pct,bounced,cta_clicked,converted,data_usage_mb
2750,A_standard,2026-08-02 21:49:00,Android,4G,Airtel,2369.53,1602.57,1050.82,57.131,156.04,5.812,1,0,0,2.745
2751,A_standard,2026-08-02 21:50:00,Android,4G,Glo,2315.95,8095.85,1602.84,3.57,158.69,7.44,1,0,0,2.464
2752,B_lightweight,2026-08-02 21:51:00,Android,4G,Airtel,786.49,2487.56,1558.87,12.513,111.9,8.286,1,0,0,0.811
2753,A_standard,2026-08-02 21:52:00,Android,4G,Airtel,2472.15,1343.5,548.59,29.128,149.84,13.272,0,0,0,2.841
2754,B_lightweight,2026-08-02 21:53:00,iOS,4G,MTN,775.77,831.21,726.3,24.677,104.16,7.821,0,0,0,0.82
2755,B_lightweight,2026-08-02 21:54:00,Android,5G,MTN,708.62,1452.52,1375.46,33.253,166.18,7.973,0,1,0,0.763
2756,B_lightweight,2026-08-02 21:55:00,Android,4G,MTN,670.57,973.23,666.21,19.361,197.41,9.701,0,0,0,0.743
2757,A_standard,2026-08-02 21:56:00,Android,4G,MTN,2426.59,1834.57,1192.16,43.29,154.16,20.639,1,0,0,2.776
2758,A_standard,2026-08-02 21:57:00,Android,4G,Glo,2686.55,2484.41,1418.0,24.906,242.55,6.986,0,0,0,2.989
2759,A_standard,2026-08-02 21:58:00,Android,4G,MTN,2382.46,1149.91,981.16,49.759,265.47,7.168,0,0,0,2.782
2760,A_standard,2026-08-02 21:59:00,Android,3G,MTN,2301.87,1569.24,1008.41,49.972,122.87,3.756,1,0,0,2.556
2761,A_standard,2026-08-02 22:00:00,Android,3G,MTN,2338.59,1640.31,654.83,24.865,162.08,4.035,0,0,0,2.648
2762,A_standard,2026-08-02 22:01:00,Android,4G,MTN,2360.37,1635.43,1317.59,93.2,167.39,11.726,0,0,0,2.607
2763,A_standard,2026-08-02 22:02:00,Android,3G,MTN,2626.89,1264.45,867.28,80.914,200.65,8.059,0,0,0,2.922
2764,B_lightweight,2026-08-02 22:03:00,Android,4G,MTN,706.44,1128.56,879.35,25.77,165.1,6.103,1,0,0,0.781
2765,B_lightweight,2026-08-02 22:04:00,iOS,4G,MTN,818.84,957.14,920.63,27.258,201.15,5.925,0,0,0,0.889
2766,B_lightweight,2026-08-02 22:05:00,Android,4G,MTN,719.68,1151.18,768.93,21.75,136.81,4.009,1,0,0,0.805
2767,B_lightweight,2026-08-02 22:06:00,Android,4G,MTN,658.09,791.86,673.62,37.187,141.42,4.447,0,1,0,0.747
2768,B_lightweight,2026-08-02 22:07:00,Android,5G,Airtel,696.19,800.93,503.0,31.121,101.94,4.861,0,0,1,0.771
2769,A_standard,2026-08-02 22:08:00,Android,3G,Airtel,2380.38,3626.74,885.78,9.544,92.73,15.88,0,1,0,2.537
2770,B_lightweight,2026-08-02 22:09:00,iOS,3G,MTN,662.83,1756.21,1757.05,33.359,278.55,10.105,1,0,0,0.718
2771,A_standard,2026-08-02 22:10:00,Android,4G,MTN,2353.0,2744.77,1241.18,18.049,143.77,8.016,1,0,0,2.733
2772,B_lightweight,2026-08-02 22:11:00,iOS,5G,Airtel,677.22,1080.45,1056.81,22.204,202.15,3.654,0,0,0,0.788
2773,A_standard,2026-08-02 22:12:00,Android,3G,MTN,2184.9,2230.16,815.73,21.187,95.66,5.539,0,0,0,2.225
2774,B_lightweight,2026-08-02 22:13:00,Android,4G,MTN,744.35,1014.23,640.09,59.243,117.5,10.821,0,0,0,0.818
2775,B_lightweight,2026-08-02 22:14:00,Android,5G,Airtel,715.66,1998.24,1686.2,40.308,265.67,10.182,1,0,0,0.82
2776,B_lightweight,2026-08-02 22:15:00,Android,3G,Airtel,759.06,1782.75,1009.7,15.57,187.75,6.32,0,1,0,0.845
2777,A_standard,2026-08-02 22:16:00,Android,4G,MTN,2207.29,1724.46,1096.54,37.26,128.45,8.961,0,0,0,2.65
2778,B_lightweight,2026-08-02 22:17:00,iOS,4G,MTN,729.88,1266.06,1108.2,59.515,152.09,6.348,1,0,0,0.766
2779,A_standard,2026-08-02 22:18:00,Android,5G,MTN,2470.25,1222.37,702.41,43.298,253.55,6.113,0,0,0,2.667
2780,B_lightweight,2026-08-02 22:19:00,iOS,5G,Glo,744.7,1063.68,538.07,13.193,199.85,5.805,0,0,0,0.83
2781,B_lightweight,2026-08-02 22:20:00,Android,4G,MTN,601.33,667.6,793.34,24.082,130.71,7.349,0,1,0,0.651
2782,B_lightweight,2026-08-02 22:21:00,iOS,3G,Airtel,752.42,1691.15,949.82,9.439,260.96,16.659,0,1,0,0.796
2783,B_lightweight,2026-08-02 22:22:00,Android,3G,MTN,748.18,1853.19,1455.02,40.664,79.68,11.372,0,0,0,0.833
2784,B_lightweight,2026-08-02 22:23:00,iOS,4G,MTN,724.53,690.86,726.29,71.448,163.44,10.888,1,0,0,0.768
2785,A_standard,2026-08-02 22:24:00,iOS,4G,MTN,2440.99,1125.13,907.34,58.101,88.79,4.695,1,0,0,2.687
2786,B_lightweight,2026-08-02 22:25:00,Android,4G,MTN,698.19,1527.11,1196.21,34.242,136.36,7.361,1,0,0,0.768
2787,B_lightweight,2026-08-02 22:26:00,Android,4G,Airtel,651.34,2259.51,961.5,5.681,145.24,5.889,0,0,0,0.726
2788,A_standard,2026-08-02 22:27:00,iOS,4G,Glo,2134.4,2479.68,1166.78,12.748,133.84,8.563,0,1,0,2.295
2789,B_lightweight,2026-08-02 22:28:00,Android,4G,MTN,746.8,1236.2,1022.39,23.983,112.09,8.331,1,0,0,0.821
2790,B_lightweight,2026-08-02 22:29:00,Android,4G,MTN,767.34,861.11,876.97,62.048,172.52,4.456,0,1,0,0.848
2791,B_lightweight,2026-08-02 22:30:00,Android,3G,MTN,758.41,889.38,721.34,26.168,193.85,6.797,0,1,0,0.858
2792,B_lightweight,2026-08-02 22:31:00,Android,4G,Airtel,784.26,1929.54,1582.95,27.995,185.08,7.241,0,1,0,0.842
2793,A_standard,2026-08-02 22:32:00,Android,4G,Glo,2334.47,2377.21,1035.11,17.046,105.94,6.013,0,0,0,2.558
2794,B_lightweight,2026-08-02 22:33:00,Android,4G,MTN,707.8,1478.53,1153.49,51.879,140.97,4.499,0,1,0,0.796
2795,B_lightweight,2026-08-02 22:34:00,Android,4G,Glo,815.87,1383.34,743.81,21.61,120.56,8.404,0,1,0,0.901
2796,B_lightweight,2026-08-02 22:35:00,Android,4G,MTN,761.45,1935.45,1489.97,24.247,264.15,3.271,0,0,0,0.827
2797,B_lightweight,2026-08-02 22:36:00,Android,4G,Airtel,863.64,1309.57,805.09,22.321,164.11,6.008,0,0,1,0.981
2798,B_lightweight,2026-08-02 22:37:00,Android,4G,Glo,801.53,1536.97,931.73,11.596,136.06,7.47,0,1,0,0.838
2799,A_standard,2026-08-02 22:38:00,Android,4G,MTN,2434.64,1121.67,867.8,111.079,193.3,6.891,0,1,0,2.779
2800,A_standard,2026-08-02 22:39:00,Android,4G,MTN,2175.37,1911.09,1361.07,63.841,380.69,10.902,0,0,0,2.425
2801,B_lightweight,2026-08-02 22:40:00,Android,4G,Airtel,684.26,3218.2,2480.87,13.884,172.04,9.898,1,0,0,0.755
2802,A_standard,2026-08-02 22:41:00,Android,3G,Glo,2639.01,1806.99,906.15,37.985,210.6,12.99,0,0,0,2.867
2803,A_standard,2026-08-02 22:42:00,Android,4G,Airtel,2250.48,2536.77,1046.32,16.2,270.66,5.863,1,0,0,2.466
2804,B_lightweight,2026-08-02 22:43:00,Android,3G,MTN,741.13,1113.28,762.62,27.241,308.25,4.735,0,0,1,0.813
2805,B_lightweight,2026-08-02 22:44:00,Android,4G,MTN,737.52,560.08,472.82,45.361,254.08,6.078,0,0,0,0.773
2806,A_standard,2026-08-02 22:45:00,Android,4G,MTN,2419.74,2730.18,970.38,17.143,222.91,5.072,0,1,0,2.612
2807,B_lightweight,2026-08-02 22:46:00,Android,4G,Glo,653.8,1601.37,983.07,12.419,148.55,4.288,1,0,0,0.722
2808,A_standard,2026-08-02 22:47:00,iOS,4G,MTN,2216.88,1118.52,766.32,51.494,290.27,15.883,0,0,0,2.381
2809,B_lightweight,2026-08-02 22:48:00,Android,4G,MTN,741.48,941.13,686.73,44.357,348.69,8.822,1,0,0,0.845
2810,B_lightweight,2026-08-02 22:49:00,Android,4G,MTN,680.73,1188.92,1127.07,46.92,130.06,4.08,0,1,0,0.732
2811,B_lightweight,2026-08-02 22:50:00,Android,4G,MTN,656.83,1728.43,1498.91,15.947,155.71,6.21,0,0,1,0.715
2812,A_standard,2026-08-02 22:51:00,iOS,3G,MTN,2336.62,1298.89,856.05,60.492,132.16,7.132,0,1,0,2.582
2813,B_lightweight,2026-08-02 22:52:00,Android,3G,MTN,737.31,1338.95,981.15,36.828,158.06,4.701,0,1,1,0.797
2814,B_lightweight,2026-08-02 22:53:00,Android,4G,MTN,700.05,1552.12,1275.73,38.012,185.0,5.329,0,1,0,0.778
2815,A_standard,2026-08-02 22:54:00,iOS,3G,MTN,2481.38,1335.1,862.58,43.904,134.81,7.255,0,0,0,2.67
2816,A_standard,2026-08-02 22:55:00,Android,3G,Airtel,2438.75,1897.04,1259.55,49.901,341.99,7.75,1,0,0,2.876
2817,A_standard,2026-08-02 22:56:00,Android,4G,MTN,2089.54,1561.95,992.48,38.277,149.6,3.913,1,0,0,2.099
2818,A_standard,2026-08-02 22:57:00,Android,4G,MTN,2217.28,1267.91,606.31,45.625,147.03,5.291,0,1,0,2.431
2819,A_standard,2026-08-02 22:58:00,Android,4G,Airtel,2479.12,4264.69,936.14,7.03,305.66,4.667,1,0,0,2.742
2820,A_standard,2026-08-02 22:59:00,Android,5G,MTN,2406.02,956.12,699.04,133.087,122.53,10.094,0,1,0,2.566
2821,A_standard,2026-08-02 23:00:00,Android,4G,Airtel,2362.85,3249.11,2507.21,44.901,127.48,11.208,0,1,0,2.648
2822,B_lightweight,2026-08-02 23:01:00,Android,3G,MTN,715.9,1789.0,1401.75,39.905,281.76,5.803,0,0,0,0.755
2823,B_lightweight,2026-08-02 23:02:00,Android,4G,Airtel,750.03,1278.53,927.86,24.221,121.55,8.141,1,0,0,0.787
2824,A_standard,2026-08-02 23:03:00,Android,4G,MTN,2305.26,817.15,612.28,62.191,80.9,3.05,0,0,1,2.585
2825,B_lightweight,2026-08-02 23:04:00,Android,5G,Airtel,773.26,1439.66,1013.2,19.391,123.87,7.607,0,0,0,0.79
2826,B_lightweight,2026-08-02 23:05:00,iOS,4G,Airtel,710.83,880.9,856.78,43.581,99.06,5.648,1,0,0,0.736
2827,B_lightweight,2026-08-02 23:06:00,Android,4G,MTN,827.04,1542.96,1041.12,26.944,183.94,3.571,0,1,0,0.923
2828,A_standard,2026-08-02 23:07:00,Android,5G,Glo,2408.89,2086.51,966.01,21.889,134.61,3.849,0,0,1,2.574
2829,A_standard,2026-08-02 23:08:00,Android,4G,MTN,2451.27,1588.94,887.8,37.789,172.5,7.855,0,0,0,2.621
2830,A_standard,2026-08-02 23:09:00,Android,4G,Airtel,2327.78,2159.12,1337.78,39.127,222.02,7.847,0,0,0,2.494
2831,B_lightweight,2026-08-02 23:10:00,Android,4G,Airtel,695.97,1292.41,998.61,18.633,217.76,5.955,0,0,0,0.753
2832,B_lightweight,2026-08-02 23:11:00,Android,3G,Airtel,717.8,2290.02,1626.18,18.401,169.85,2.971,0,0,0,0.792
2833,B_lightweight,2026-08-02 23:12:00,Android,5G,MTN,794.11,1149.35,1009.56,43.401,186.95,4.085,0,0,0,0.802
2834,A_standard,2026-08-02 23:13:00,iOS,4G,MTN,2403.19,3466.2,1453.07,10.906,188.33,12.982,1,0,0,2.645
2835,A_standard,2026-08-02 23:14:00,Android,4G,MTN,2178.6,1458.37,751.31,36.408,101.63,9.211,0,0,0,2.337
2836,B_lightweight,2026-08-02 23:15:00,Android,5G,Airtel,748.71,1614.73,1582.28,40.781,376.09,3.655,0,0,0,0.826
2837,A_standard,2026-08-02 23:16:00,Android,4G,Glo,2382.25,2972.09,1292.92,12.698,206.69,5.458,1,0,0,2.671
2838,B_lightweight,2026-08-02 23:17:00,iOS,4G,MTN,763.81,1342.41,874.25,23.538,123.34,5.464,0,1,0,0.81
2839,A_standard,2026-08-02 23:18:00,Android,3G,MTN,2558.26,913.52,739.25,69.774,129.93,2.722,0,0,1,2.733
2840,B_lightweight,2026-08-02 23:19:00,Android,4G,MTN,709.7,1462.27,995.85,17.146,157.32,5.614,1,0,0,0.734
2841,A_standard,2026-08-02 23:20:00,iOS,4G,MTN,2513.28,3701.16,1333.36,8.725,98.83,9.286,1,0,0,2.802
2842,A_standard,2026-08-02 23:21:00,Android,4G,Airtel,2409.97,2033.61,1296.72,38.643,146.3,8.277,0,0,0,2.664
2843,A_standard,2026-08-02 23:22:00,Android,3G,Glo,2271.61,3075.04,663.67,9.75,158.94,5.441,0,1,0,2.342
2844,A_standard,2026-08-02 23:23:00,Android,4G,MTN,2433.29,1214.72,681.21,59.572,259.19,5.98,0,1,0,2.716
2845,B_lightweight,2026-08-02 23:24:00,Android,4G,Airtel,810.81,1774.19,1043.5,17.248,155.69,5.896,0,1,0,0.89
2846,A_standard,2026-08-02 23:25:00,Android,4G,Glo,2306.55,2766.97,1300.96,14.776,152.13,5.626,1,0,0,2.443
2847,A_standard,2026-08-02 23:26:00,iOS,3G,MTN,2147.67,877.07,695.82,68.46,123.4,8.341,0,0,0,2.314
2848,B_lightweight,2026-08-02 23:27:00,iOS,4G,Airtel,737.76,1768.45,1460.17,32.28,189.63,5.266,0,0,0,0.783
2849,A_standard,2026-08-02 23:28:00,Android,5G,MTN,2379.73,1312.72,842.31,55.613,233.62,4.286,0,0,0,2.491
2850,A_standard,2026-08-02 23:29:00,iOS,4G,MTN,2463.45,1255.61,881.76,61.902,385.58,5.23,0,1,0,2.758
2851,A_standard,2026-08-02 23:30:00,Android,4G,MTN,2334.7,1378.34,687.54,41.413,71.04,2.948,0,0,0,2.59
2852,A_standard,2026-08-02 23:31:00,Android,4G,MTN,2405.79,1915.88,904.62,23.907,163.3,8.236,0,0,0,2.509
2853,B_lightweight,2026-08-02 23:32:00,Android,3G,Glo,792.74,2371.02,1582.99,11.606,252.43,12.772,0,1,0,0.848
2854,B_lightweight,2026-08-02 23:33:00,Android,3G,MTN,715.61,744.99,668.37,36.334,149.33,5.123,0,1,1,0.807
2855,B_lightweight,2026-08-02 23:34:00,iOS,4G,MTN,775.89,1511.59,1572.92,53.404,216.37,5.828,0,1,0,0.887
2856,B_lightweight,2026-08-02 23:35:00,Android,4G,MTN,773.89,1101.34,696.75,17.94,186.42,1.917,0,0,0,0.894
2857,A_standard,2026-08-02 23:36:00,iOS,3G,Glo,2335.99,4648.85,1156.51,6.187,154.35,10.655,1,0,0,2.59
2858,B_lightweight,2026-08-02 23:37:00,Android,4G,Airtel,676.42,1755.37,1037.48,13.89,198.01,3.976,0,0,0,0.782
2859,A_standard,2026-08-02 23:38:00,Android,4G,Airtel,2521.16,1762.92,1129.67,31.566,108.06,9.431,1,0,0,2.721
2860,B_lightweight,2026-08-02 23:39:00,Android,5G,MTN,718.18,1085.31,711.33,40.398,135.31,3.978,0,1,0,0.819
2861,A_standard,2026-08-02 23:40:00,iOS,5G,MTN,2407.61,1456.93,1078.56,35.412,110.16,8.179,1,0,0,2.492
2862,A_standard,2026-08-02 23:41:00,iOS,4G,Airtel,2579.89,1270.6,446.58,22.129,137.36,5.339,0,0,0,2.685
2863,A_standard,2026-08-02 23:42:00,Android,4G,MTN,2443.24,2031.53,1220.33,29.294,191.62,5.95,0,1,0,2.59
2864,B_lightweight,2026-08-02 23:43:00,Android,4G,Airtel,803.02,1260.66,1112.46,28.505,149.01,4.348,0,1,1,0.926
2865,B_lightweight,2026-08-02 23:44:00,Android,5G,MTN,735.67,1475.42,1123.82,62.688,92.23,11.117,0,1,0,0.844
2866,A_standard,2026-08-02 23:45:00,Android,4G,MTN,2615.25,1353.26,1055.25,88.451,131.95,7.613,0,0,0,2.704
2867,A_standard,2026-08-02 23:46:00,iOS,4G,Airtel,2331.21,1965.8,947.51,33.252,130.52,25.0,0,0,0,2.376
2868,A_standard,2026-08-02 23:47:00,Android,3G,MTN,2348.49,1738.81,787.67,28.155,127.15,8.875,1,0,0,2.585
2869,A_standard,2026-08-02 23:48:00,Android,4G,MTN,2530.13,1418.6,1129.04,64.43,280.3,2.934,0,1,0,2.748
2870,A_standard,2026-08-02 23:49:00,Android,3G,Glo,2304.17,3956.96,1135.92,8.926,152.47,14.456,1,0,0,2.544
2871,B_lightweight,2026-08-02 23:50:00,Android,4G,MTN,772.48,921.38,611.71,79.169,168.73,4.665,0,0,1,0.814
2872,B_lightweight,2026-08-02 23:51:00,Android,3G,MTN,681.44,960.59,711.41,22.02,165.84,5.522,0,0,0,0.754
2873,B_lightweight,2026-08-02 23:52:00,Android,4G,MTN,679.13,786.99,647.38,54.451,111.19,5.401,0,0,0,0.747
2874,B_lightweight,2026-08-02 23:53:00,iOS,5G,MTN,854.08,740.5,702.12,61.492,202.43,5.865,0,0,0,0.92
2875,A_standard,2026-08-02 23:54:00,Android,5G,Airtel,2402.7,1290.03,827.03,65.665,128.8,2.882,0,1,0,2.48
2876,A_standard,2026-08-02 23:55:00,Android,4G,Glo,2421.39,4412.88,1112.85,6.641,96.55,4.056,1,0,0,2.654
2877,A_standard,2026-08-02 23:56:00,iOS,4G,Glo,2421.96,3597.25,1074.51,8.191,165.08,9.433,1,0,0,2.575
2878,B_lightweight,2026-08-02 23:57:00,Android,4G,Airtel,772.23,1451.55,985.67,20.523,144.35,18.038,1,0,0,0.839
2879,B_lightweight,2026-08-02 23:58:00,iOS,3G,MTN,761.04,1138.99,759.33,14.727,167.93,2.935,0,0,0,0.83
2880,B_lightweight,2026-08-02 23:59:00,Android,4G,MTN,787.76,1324.83,919.81,45.857,129.63,7.158,0,0,0,0.796
2881,A_standard,2026-08-03 00:00:00,Android,4G,MTN,2325.04,2553.86,2330.61,119.413,278.0,4.745,0,1,0,2.586
2882,A_standard,2026-08-03 00:01:00,Android,4G,MTN,2455.87,1231.57,594.39,36.919,311.73,5.835,1,0,0,2.628
2883,B_lightweight,2026-08-03 00:02:00,Android,4G,MTN,724.09,915.62,876.2,28.465,133.21,4.007,0,0,0,0.811
2884,B_lightweight,2026-08-03 00:03:00,iOS,3G,MTN,754.27,1007.74,863.41,32.163,71.72,21.086,0,1,0,0.789
2885,B_lightweight,2026-08-03 00:04:00,Android,4G,Glo,842.72,1374.16,812.29,12.938,201.19,8.715,0,1,1,0.959
2886,B_lightweight,2026-08-03 00:05:00,Android,5G,MTN,786.3,915.69,753.56,31.888,226.92,1.513,0,0,0,0.817
2887,A_standard,2026-08-03 00:06:00,Android,4G,MTN,2374.28,2364.67,1535.38,27.838,150.77,7.028,0,0,0,2.558
2888,B_lightweight,2026-08-03 00:07:00,Android,3G,MTN,802.91,1989.81,1637.74,31.451,188.91,5.704,0,0,0,0.863
2889,A_standard,2026-08-03 00:08:00,Android,4G,MTN,2384.68,1480.14,696.84,28.315,219.45,8.207,0,0,0,2.666
2890,A_standard,2026-08-03 00:09:00,Android,3G,MTN,2321.06,1746.3,1331.57,63.308,138.04,5.615,0,0,0,2.457
2891,A_standard,2026-08-03 00:10:00,iOS,4G,MTN,2398.43,2247.9,737.13,14.254,130.78,8.749,0,1,0,2.619
2892,A_standard,2026-08-03 00:11:00,Android,3G,Airtel,2577.86,2675.0,1126.45,20.238,216.51,12.972,0,0,0,2.948
2893,B_lightweight,2026-08-03 00:12:00,Android,4G,Glo,695.92,2764.01,1103.81,4.405,111.53,5.716,0,0,0,0.753
2894,A_standard,2026-08-03 00:13:00,Android,4G,MTN,2245.05,1563.17,675.3,28.73,103.27,10.165,0,0,0,2.496
2895,A_standard,2026-08-03 00:14:00,Android,4G,MTN,2612.61,1799.71,1052.15,44.858,213.3,3.035,0,0,0,2.941
2896,A_standard,2026-08-03 00:15:00,Android,4G,MTN,2383.37,1131.58,704.03,54.821,199.54,5.497,0,1,0,2.69
2897,A_standard,2026-08-03 00:16:00,Android,4G,Airtel,2631.66,1917.25,994.41,26.475,105.23,11.166,1,0,0,2.706
2898,B_lightweight,2026-08-03 00:17:00,iOS,4G,Airtel,678.01,1299.55,1047.8,24.32,288.54,6.931,1,0,0,0.747
2899,A_standard,2026-08-03 00:18:00,iOS,5G,MTN,2263.77,1287.32,538.58,22.261,79.45,8.717,0,0,0,2.343
2900,B_lightweight,2026-08-03 00:19:00,Android,4G,MTN,750.11,1013.41,840.68,49.336,163.33,3.181,0,0,0,0.834
2901,A_standard,2026-08-03 00:20:00,Android,3G,MTN,2536.84,1718.08,1343.4,72.212,251.64,9.098,1,0,0,2.709
2902,A_standard,2026-08-03 00:21:00,Android,4G,MTN,2335.59,1258.4,746.07,42.392,129.28,5.655,0,0,0,2.639
2903,A_standard,2026-08-03 00:22:00,Android,4G,MTN,2301.49,925.54,560.74,44.539,154.48,4.143,0,0,0,2.485
2904,A_standard,2026-08-03 00:23:00,iOS,5G,MTN,2337.45,1305.69,913.69,81.841,103.15,7.389,0,0,0,2.659
2905,A_standard,2026-08-03 00:24:00,Android,3G,Airtel,2313.32,3262.32,1443.58,11.477,112.13,4.385,0,1,0,2.622
2906,B_lightweight,2026-08-03 00:25:00,Android,4G,Airtel,799.79,1068.97,1068.01,47.575,317.7,22.9,0,0,0,0.867
2907,A_standard,2026-08-03 00:26:00,Android,4G,Airtel,2597.16,1377.28,999.7,49.132,83.4,7.66,0,1,0,2.707
2908,A_standard,2026-08-03 00:27:00,Android,4G,Airtel,2611.35,2317.83,984.32,17.5,270.6,8.831,0,0,0,2.617
2909,A_standard,2026-08-03 00:28:00,Android,4G,Airtel,2309.09,2719.69,913.64,13.767,167.29,10.675,1,0,0,2.513
2910,B_lightweight,2026-08-03 00:29:00,Android,4G,MTN,807.09,1384.51,995.99,25.022,95.86,3.618,1,0,0,0.885
2911,A_standard,2026-08-03 00:30:00,iOS,4G,Airtel,2220.92,1036.06,613.98,40.021,197.07,11.604,0,0,0,2.402
2912,A_standard,2026-08-03 00:31:00,Android,4G,MTN,2207.96,1989.28,918.45,19.059,183.36,4.595,0,1,0,2.353
2913,A_standard,2026-08-03 00:32:00,Android,3G,Airtel,2511.69,3518.43,1042.31,11.342,155.59,10.096,0,0,0,2.85
2914,B_lightweight,2026-08-03 00:33:00,Android,5G,Airtel,740.24,1352.82,893.81,12.311,173.29,3.01,0,1,0,0.849
2915,B_lightweight,2026-08-03 00:34:00,Android,4G,Glo,727.69,1701.83,1014.57,14.839,155.73,6.049,0,1,0,0.842
2916,B_lightweight,2026-08-03 00:35:00,iOS,3G,Airtel,690.57,2288.24,1578.1,9.706,103.48,1.949,0,1,1,0.742
2917,A_standard,2026-08-03 00:36:00,Android,4G,MTN,2565.21,1500.76,1054.34,64.766,208.8,4.99,0,0,1,2.734
2918,B_lightweight,2026-08-03 00:37:00,Android,4G,Glo,747.38,1365.7,772.06,15.316,259.55,8.121,0,0,0,0.849
2919,B_lightweight,2026-08-03 00:38:00,Android,3G,MTN,739.72,1400.78,1047.18,48.27,130.82,6.021,0,0,0,0.783
2920,B_lightweight,2026-08-03 00:39:00,Android,4G,Glo,779.23,1856.61,972.12,10.101,155.2,4.452,0,0,0,0.916
2921,A_standard,2026-08-03 00:40:00,Android,4G,Airtel,2444.34,3266.09,1765.15,20.616,236.52,11.362,0,0,0,2.722
2922,B_lightweight,2026-08-03 00:41:00,Android,4G,MTN,788.14,709.3,448.57,30.342,353.63,7.231,1,0,0,0.883
2923,A_standard,2026-08-03 00:42:00,iOS,4G,Airtel,2544.6,3412.25,1332.73,10.439,99.31,6.459,1,0,0,2.666
2924,A_standard,2026-08-03 00:43:00,Android,4G,Airtel,2274.49,1303.3,692.01,32.773,209.66,3.86,0,0,0,2.397
2925,A_standard,2026-08-03 00:44:00,Android,4G,MTN,2264.98,1622.25,1127.13,50.925,128.94,1.592,0,0,0,2.434
2926,B_lightweight,2026-08-03 00:45:00,Android,4G,MTN,781.76,909.19,791.48,59.515,121.56,10.756,0,0,0,0.841
2927,B_lightweight,2026-08-03 00:46:00,Android,4G,Glo,830.83,896.0,685.23,33.881,114.9,5.645,0,0,1,0.892
2928,B_lightweight,2026-08-03 00:47:00,Android,4G,MTN,750.58,1185.99,851.76,22.489,137.84,12.033,0,1,0,0.762
2929,A_standard,2026-08-03 00:48:00,iOS,4G,MTN,2348.13,2000.92,1010.08,22.657,138.22,17.601,1,0,0,2.554
2930,A_standard,2026-08-03 00:49:00,Android,4G,Airtel,2386.49,2589.49,719.28,11.771,114.6,5.915,0,0,0,2.657
2931,B_lightweight,2026-08-03 00:50:00,Android,4G,Airtel,849.96,2107.44,1586.95,13.474,119.77,9.78,0,1,0,0.922
2932,A_standard,2026-08-03 00:51:00,Android,4G,MTN,2423.34,2238.65,1430.82,40.704,172.18,8.934,1,0,0,2.583
2933,A_standard,2026-08-03 00:52:00,Android,4G,MTN,2512.44,2364.04,1155.19,19.77,164.36,9.43,0,0,0,2.741
2934,A_standard,2026-08-03 00:53:00,Android,4G,MTN,2455.01,3054.65,1086.69,13.013,213.51,5.442,0,1,0,2.614
2935,B_lightweight,2026-08-03 00:54:00,Android,4G,Airtel,810.39,1387.27,755.41,14.796,191.65,5.608,0,0,0,0.921
2936,B_lightweight,2026-08-03 00:55:00,Android,3G,Airtel,681.37,2234.12,1527.94,17.667,103.33,12.607,0,0,0,0.75
2937,A_standard,2026-08-03 00:56:00,Android,4G,MTN,2360.64,2063.08,945.92,22.524,108.28,10.968,1,0,0,2.571
2938,B_lightweight,2026-08-03 00:57:00,Android,5G,MTN,789.29,737.23,762.37,57.17,194.69,10.591,1,0,0,0.873
2939,A_standard,2026-08-03 00:58:00,Android,4G,Glo,2477.57,3124.5,437.35,8.346,162.87,8.2,1,0,0,2.721
2940,B_lightweight,2026-08-03 00:59:00,Android,4G,MTN,704.36,1390.85,1060.22,37.83,72.21,4.983,0,0,0,0.8
2941,A_standard,2026-08-03 01:00:00,Android,4G,MTN,2370.17,2802.77,2005.81,28.421,128.65,11.653,0,0,0,2.532
2942,B_lightweight,2026-08-03 01:01:00,iOS,5G,MTN,730.72,1358.27,1318.76,87.874,155.36,4.719,1,0,0,0.761
2943,A_standard,2026-08-03 01:02:00,Android,4G,Airtel,2389.68,2096.66,1088.0,21.284,117.85,4.923,0,1,0,2.425
2944,B_lightweight,2026-08-03 01:03:00,Android,4G,MTN,752.72,699.53,597.5,43.907,81.42,5.021,0,1,0,0.83
2945,B_lightweight,2026-08-03 01:04:00,Android,3G,MTN,789.54,1886.29,1306.62,24.023,83.88,8.232,1,0,0,0.843
2946,B_lightweight,2026-08-03 01:05:00,Android,3G,Airtel,814.67,2624.42,1974.6,19.446,146.4,8.631,0,0,0,0.914
2947,A_standard,2026-08-03 01:06:00,Android,3G,Glo,2378.9,1938.5,1083.55,35.555,134.31,6.229,0,0,0,2.646
2948,B_lightweight,2026-08-03 01:07:00,Android,4G,MTN,717.94,1423.89,1017.87,24.949,105.16,17.258,0,0,0,0.808
2949,B_lightweight,2026-08-03 01:08:00,Android,4G,MTN,732.2,1363.51,1092.65,62.763,99.09,13.032,0,0,0,0.808
2950,A_standard,2026-08-03 01:09:00,Android,4G,MTN,2183.71,3131.32,1310.65,12.331,120.69,11.479,0,0,0,2.518
2951,A_standard,2026-08-03 01:10:00,iOS,4G,MTN,2438.54,1098.23,643.54,53.346,137.11,9.385,0,0,1,2.632
2952,B_lightweight,2026-08-03 01:11:00,Android,4G,MTN,790.66,901.03,712.47,47.417,118.97,2.341,0,1,0,0.862
